well,od_600nm,identifier,replicate,growth_medium,date,elapsed_time_hr,avg_blank_value,strain,class
C10,0.125,GC052,1,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,∆nmp,Single KO
D3,0.119,GC030,2,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,∆glt,Single KO
D4,0.102,GC029,2,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,∆flh,Single KO
D5,0.151,GC050,2,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,∆rbs,Single KO
D6,0.121,GC048,2,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,∆dpp,Single KO
D7,0.089,GC053,2,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,∆opp,Single KO
D8,0.121,GC032,2,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,∆mal,Single KO
D9,0.111,GC049,2,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,∆pot,Single KO
D10,0.124,GC052,2,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,∆nmp,Single KO
E3,0.116,GC030,3,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,∆glt,Single KO
E4,0.106,GC029,3,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,∆flh,Single KO
E5,0.152,GC050,3,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,∆rbs,Single KO
E6,0.12,GC048,3,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,∆dpp,Single KO
E7,0.09,GC053,3,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,∆opp,Single KO
E8,0.121,GC032,3,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,∆mal,Single KO
E9,0.111,GC049,3,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,∆pot,Single KO
E10,0.125,GC052,3,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,∆nmp,Single KO
F3,0.108,GC055,1,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,∆mgl,Single KO
F4,0.107,GC055,2,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,∆mgl,Single KO
F5,0.108,GC055,3,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,∆mgl,Single KO
F6,0.113,GC047,1,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,∆his,Single KO
F7,0.115,GC047,2,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,∆his,Single KO
F8,0.112,GC047,3,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,∆his,Single KO
F9,0.103,GC001,1,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,WT,WT
F10,0.103,GC001,2,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,WT,WT
F11,0.101,GC001,3,glucose,2021-07-21,1.0044444444444445,0.07922222222222221,WT,WT
C3,0.125,GC030,1,glucose,2021-07-21,1.13,0.07914814814814815,∆glt,Single KO
C4,0.108,GC029,1,glucose,2021-07-21,1.13,0.07914814814814815,∆flh,Single KO
C5,0.163,GC050,1,glucose,2021-07-21,1.13,0.07914814814814815,∆rbs,Single KO
C6,0.125,GC048,1,glucose,2021-07-21,1.13,0.07914814814814815,∆dpp,Single KO
C7,0.091,GC053,1,glucose,2021-07-21,1.13,0.07914814814814815,∆opp,Single KO
C8,0.126,GC032,1,glucose,2021-07-21,1.13,0.07914814814814815,∆mal,Single KO
C9,0.115,GC049,1,glucose,2021-07-21,1.13,0.07914814814814815,∆pot,Single KO
C10,0.131,GC052,1,glucose,2021-07-21,1.13,0.07914814814814815,∆nmp,Single KO
D3,0.124,GC030,2,glucose,2021-07-21,1.13,0.07914814814814815,∆glt,Single KO
D4,0.105,GC029,2,glucose,2021-07-21,1.13,0.07914814814814815,∆flh,Single KO
D5,0.161,GC050,2,glucose,2021-07-21,1.13,0.07914814814814815,∆rbs,Single KO
D6,0.126,GC048,2,glucose,2021-07-21,1.13,0.07914814814814815,∆dpp,Single KO
D7,0.09,GC053,2,glucose,2021-07-21,1.13,0.07914814814814815,∆opp,Single KO
D8,0.126,GC032,2,glucose,2021-07-21,1.13,0.07914814814814815,∆mal,Single KO
D9,0.114,GC049,2,glucose,2021-07-21,1.13,0.07914814814814815,∆pot,Single KO
D10,0.13,GC052,2,glucose,2021-07-21,1.13,0.07914814814814815,∆nmp,Single KO
E3,0.121,GC030,3,glucose,2021-07-21,1.13,0.07914814814814815,∆glt,Single KO
E4,0.109,GC029,3,glucose,2021-07-21,1.13,0.07914814814814815,∆flh,Single KO
E5,0.162,GC050,3,glucose,2021-07-21,1.13,0.07914814814814815,∆rbs,Single KO
E6,0.126,GC048,3,glucose,2021-07-21,1.13,0.07914814814814815,∆dpp,Single KO
E7,0.091,GC053,3,glucose,2021-07-21,1.13,0.07914814814814815,∆opp,Single KO
E8,0.127,GC032,3,glucose,2021-07-21,1.13,0.07914814814814815,∆mal,Single KO
E9,0.115,GC049,3,glucose,2021-07-21,1.13,0.07914814814814815,∆pot,Single KO
E10,0.131,GC052,3,glucose,2021-07-21,1.13,0.07914814814814815,∆nmp,Single KO
F3,0.112,GC055,1,glucose,2021-07-21,1.13,0.07914814814814815,∆mgl,Single KO
F4,0.11,GC055,2,glucose,2021-07-21,1.13,0.07914814814814815,∆mgl,Single KO
F5,0.111,GC055,3,glucose,2021-07-21,1.13,0.07914814814814815,∆mgl,Single KO
F6,0.116,GC047,1,glucose,2021-07-21,1.13,0.07914814814814815,∆his,Single KO
F7,0.118,GC047,2,glucose,2021-07-21,1.13,0.07914814814814815,∆his,Single KO
F8,0.115,GC047,3,glucose,2021-07-21,1.13,0.07914814814814815,∆his,Single KO
F9,0.106,GC001,1,glucose,2021-07-21,1.13,0.07914814814814815,WT,WT
F10,0.106,GC001,2,glucose,2021-07-21,1.13,0.07914814814814815,WT,WT
F11,0.103,GC001,3,glucose,2021-07-21,1.13,0.07914814814814815,WT,WT
C3,0.131,GC030,1,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆glt,Single KO
C4,0.111,GC029,1,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆flh,Single KO
C5,0.174,GC050,1,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆rbs,Single KO
C6,0.13,GC048,1,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆dpp,Single KO
C7,0.091,GC053,1,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆opp,Single KO
C8,0.133,GC032,1,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆mal,Single KO
C9,0.119,GC049,1,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆pot,Single KO
C10,0.137,GC052,1,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆nmp,Single KO
D3,0.129,GC030,2,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆glt,Single KO
D4,0.109,GC029,2,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆flh,Single KO
D5,0.172,GC050,2,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆rbs,Single KO
D6,0.131,GC048,2,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆dpp,Single KO
D7,0.092,GC053,2,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆opp,Single KO
D8,0.132,GC032,2,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆mal,Single KO
D9,0.118,GC049,2,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆pot,Single KO
D10,0.136,GC052,2,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆nmp,Single KO
E3,0.126,GC030,3,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆glt,Single KO
E4,0.109,GC029,3,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆flh,Single KO
E5,0.173,GC050,3,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆rbs,Single KO
E6,0.131,GC048,3,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆dpp,Single KO
E7,0.092,GC053,3,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆opp,Single KO
E8,0.132,GC032,3,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆mal,Single KO
E9,0.118,GC049,3,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆pot,Single KO
E10,0.137,GC052,3,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆nmp,Single KO
F3,0.115,GC055,1,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆mgl,Single KO
F4,0.114,GC055,2,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆mgl,Single KO
F5,0.115,GC055,3,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆mgl,Single KO
F6,0.12,GC047,1,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆his,Single KO
F7,0.122,GC047,2,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆his,Single KO
F8,0.119,GC047,3,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,∆his,Single KO
F9,0.108,GC001,1,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,WT,WT
F10,0.108,GC001,2,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,WT,WT
F11,0.106,GC001,3,glucose,2021-07-21,1.2555555555555555,0.07922222222222221,WT,WT
C3,0.137,GC030,1,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆glt,Single KO
C4,0.115,GC029,1,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆flh,Single KO
C5,0.186,GC050,1,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆rbs,Single KO
C6,0.137,GC048,1,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆dpp,Single KO
C7,0.093,GC053,1,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆opp,Single KO
C8,0.138,GC032,1,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆mal,Single KO
C9,0.124,GC049,1,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆pot,Single KO
C10,0.144,GC052,1,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆nmp,Single KO
D3,0.135,GC030,2,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆glt,Single KO
D4,0.113,GC029,2,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆flh,Single KO
D5,0.185,GC050,2,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆rbs,Single KO
D6,0.138,GC048,2,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆dpp,Single KO
D7,0.093,GC053,2,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆opp,Single KO
D8,0.137,GC032,2,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆mal,Single KO
D9,0.123,GC049,2,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆pot,Single KO
D10,0.144,GC052,2,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆nmp,Single KO
E3,0.132,GC030,3,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆glt,Single KO
E4,0.113,GC029,3,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆flh,Single KO
E5,0.185,GC050,3,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆rbs,Single KO
E6,0.138,GC048,3,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆dpp,Single KO
E7,0.094,GC053,3,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆opp,Single KO
E8,0.139,GC032,3,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆mal,Single KO
E9,0.123,GC049,3,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆pot,Single KO
E10,0.144,GC052,3,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆nmp,Single KO
F3,0.119,GC055,1,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆mgl,Single KO
F4,0.118,GC055,2,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆mgl,Single KO
F5,0.118,GC055,3,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆mgl,Single KO
F6,0.124,GC047,1,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆his,Single KO
F7,0.126,GC047,2,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆his,Single KO
F8,0.124,GC047,3,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,∆his,Single KO
F9,0.111,GC001,1,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,WT,WT
F10,0.111,GC001,2,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,WT,WT
F11,0.109,GC001,3,glucose,2021-07-21,1.3811111111111112,0.07925925925925927,WT,WT
C3,0.144,GC030,1,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆glt,Single KO
C4,0.119,GC029,1,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆flh,Single KO
C5,0.2,GC050,1,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆rbs,Single KO
C6,0.144,GC048,1,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆dpp,Single KO
C7,0.094,GC053,1,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆opp,Single KO
C8,0.145,GC032,1,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆mal,Single KO
C9,0.129,GC049,1,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆pot,Single KO
C10,0.153,GC052,1,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆nmp,Single KO
D3,0.141,GC030,2,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆glt,Single KO
D4,0.117,GC029,2,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆flh,Single KO
D5,0.198,GC050,2,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆rbs,Single KO
D6,0.145,GC048,2,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆dpp,Single KO
D7,0.094,GC053,2,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆opp,Single KO
D8,0.145,GC032,2,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆mal,Single KO
D9,0.128,GC049,2,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆pot,Single KO
D10,0.152,GC052,2,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆nmp,Single KO
E3,0.138,GC030,3,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆glt,Single KO
E4,0.117,GC029,3,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆flh,Single KO
E5,0.199,GC050,3,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆rbs,Single KO
E6,0.145,GC048,3,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆dpp,Single KO
E7,0.095,GC053,3,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆opp,Single KO
E8,0.145,GC032,3,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆mal,Single KO
E9,0.128,GC049,3,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆pot,Single KO
E10,0.153,GC052,3,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆nmp,Single KO
F3,0.123,GC055,1,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆mgl,Single KO
F4,0.122,GC055,2,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆mgl,Single KO
F5,0.123,GC055,3,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆mgl,Single KO
F6,0.129,GC047,1,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆his,Single KO
F7,0.131,GC047,2,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆his,Single KO
F8,0.129,GC047,3,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,∆his,Single KO
F9,0.115,GC001,1,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,WT,WT
F10,0.115,GC001,2,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,WT,WT
F11,0.112,GC001,3,glucose,2021-07-21,1.5066666666666666,0.07918518518518518,WT,WT
C3,0.152,GC030,1,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆glt,Single KO
C4,0.125,GC029,1,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆flh,Single KO
C5,0.215,GC050,1,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆rbs,Single KO
C6,0.153,GC048,1,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆dpp,Single KO
C7,0.096,GC053,1,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆opp,Single KO
C8,0.149,GC032,1,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆mal,Single KO
C9,0.135,GC049,1,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆pot,Single KO
C10,0.163,GC052,1,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆nmp,Single KO
D3,0.149,GC030,2,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆glt,Single KO
D4,0.122,GC029,2,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆flh,Single KO
D5,0.213,GC050,2,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆rbs,Single KO
D6,0.154,GC048,2,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆dpp,Single KO
D7,0.096,GC053,2,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆opp,Single KO
D8,0.152,GC032,2,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆mal,Single KO
D9,0.134,GC049,2,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆pot,Single KO
D10,0.162,GC052,2,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆nmp,Single KO
E3,0.145,GC030,3,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆glt,Single KO
E4,0.122,GC029,3,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆flh,Single KO
E5,0.213,GC050,3,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆rbs,Single KO
E6,0.153,GC048,3,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆dpp,Single KO
E7,0.097,GC053,3,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆opp,Single KO
E8,0.154,GC032,3,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆mal,Single KO
E9,0.134,GC049,3,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆pot,Single KO
E10,0.163,GC052,3,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆nmp,Single KO
F3,0.129,GC055,1,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆mgl,Single KO
F4,0.127,GC055,2,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆mgl,Single KO
F5,0.128,GC055,3,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆mgl,Single KO
F6,0.135,GC047,1,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆his,Single KO
F7,0.137,GC047,2,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆his,Single KO
F8,0.136,GC047,3,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,∆his,Single KO
F9,0.118,GC001,1,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,WT,WT
F10,0.119,GC001,2,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,WT,WT
F11,0.116,GC001,3,glucose,2021-07-21,1.6322222222222222,0.0792962962962963,WT,WT
C3,0.161,GC030,1,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆glt,Single KO
C4,0.13,GC029,1,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆flh,Single KO
C5,0.232,GC050,1,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆rbs,Single KO
C6,0.163,GC048,1,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆dpp,Single KO
C7,0.097,GC053,1,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆opp,Single KO
C8,0.155,GC032,1,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆mal,Single KO
C9,0.143,GC049,1,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆pot,Single KO
C10,0.174,GC052,1,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆nmp,Single KO
D3,0.158,GC030,2,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆glt,Single KO
D4,0.127,GC029,2,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆flh,Single KO
D5,0.229,GC050,2,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆rbs,Single KO
D6,0.164,GC048,2,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆dpp,Single KO
D7,0.098,GC053,2,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆opp,Single KO
D8,0.157,GC032,2,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆mal,Single KO
D9,0.141,GC049,2,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆pot,Single KO
D10,0.174,GC052,2,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆nmp,Single KO
E3,0.154,GC030,3,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆glt,Single KO
E4,0.128,GC029,3,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆flh,Single KO
E5,0.23,GC050,3,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆rbs,Single KO
E6,0.164,GC048,3,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆dpp,Single KO
E7,0.098,GC053,3,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆opp,Single KO
E8,0.158,GC032,3,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆mal,Single KO
E9,0.141,GC049,3,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆pot,Single KO
E10,0.175,GC052,3,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆nmp,Single KO
F3,0.134,GC055,1,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆mgl,Single KO
F4,0.133,GC055,2,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆mgl,Single KO
F5,0.134,GC055,3,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆mgl,Single KO
F6,0.142,GC047,1,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆his,Single KO
F7,0.144,GC047,2,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆his,Single KO
F8,0.143,GC047,3,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,∆his,Single KO
F9,0.123,GC001,1,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,WT,WT
F10,0.123,GC001,2,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,WT,WT
F11,0.12,GC001,3,glucose,2021-07-21,1.7577777777777779,0.0792962962962963,WT,WT
C3,0.172,GC030,1,glucose,2021-07-21,1.8833333333333333,0.07933333333333333,∆glt,Single KO
C4,0.136,GC029,1,glucose,2021-07-21,1.8833333333333333,0.07933333333333333,∆flh,Single KO
C5,0.252,GC050,1,glucose,2021-07-21,1.8833333333333333,0.07933333333333333,∆rbs,Single KO
C6,0.175,GC048,1,glucose,2021-07-21,1.8833333333333333,0.07933333333333333,∆dpp,Single KO
C7,0.099,GC053,1,glucose,2021-07-21,1.8833333333333333,0.07933333333333333,∆opp,Single KO
C8,0.165,GC032,1,glucose,2021-07-21,1.8833333333333333,0.07933333333333333,∆mal,Single KO
C9,0.152,GC049,1,glucose,2021-07-21,1.8833333333333333,0.07933333333333333,∆pot,Single KO
C10,0.187,GC052,1,glucose,2021-07-21,1.8833333333333333,0.07933333333333333,∆nmp,Single KO
D3,0.169,GC030,2,glucose,2021-07-21,1.8833333333333333,0.07933333333333333,∆glt,Single KO
